0070c072-29c4-4479-9883-44209fa66199	26f8ee32-7a7f-46b6-82a8-3816ce37704b	0	0	425	240	8.4	0.68	75.7	0	643.5	1305	0
0095b4cb-ced7-4f56-9f54-6321d1c8d6fa	b5c02c93-f854-431e-9256-1d55dec6c142	0	0	50	40	8.4	0.23	-72.3	0	18.28	38.94	0
00cd7c54-ec07-45a8-b4ee-467e151b8a7f	46af37fc-3b7f-4938-b5f9-60e9c8270460	0	0	120	180	7.8	3.95	41.2	0	190.2	0	0
011aad9c-9e8f-4dbe-8fbe-eed36b016f45	056bf040-396d-47d1-a6a9-413be24b832d	0	0	25	180	8.4	1.73	-50.5	0	895	3360	0
013fff59-6609-466a-a682-9a3fc629806a	78ce221a-0ef0-4e82-9cc6-87600e3ebb91	0	0	25	80	7.2	0.04	-25.3	0	291.3	447.2	0
02025a11-8382-4984-847e-794cc7a38abd	5846062f-c1af-4d1f-97d5-ffa8f0d117a3	0	0	50	40	7.2	0.48	92.5	0	136.9	0	0
0328e001-6067-4bd0-b8bd-c3d4af92a6d5	4ba6c9cc-d5bc-4e39-9638-1ff8e33e517c	0	0	25	0	6.8	0.08	8.1	0	5.197	19.75	0
034bb668-a7d4-4549-a307-fc15a5109a7c	ff468695-3913-40db-a8d4-d6505f8fc15d	0	0	250	240	8.4	2.3	-44.7	0	660.8	1211	0
0380567c-2946-4ef7-bd6a-7f4a0293ae6a	83cb9ae4-7834-49b9-9adf-bc01236592de	0	0	250	240	8.4	0.02	-35.4	0	252.3	532.6	0
039cf434-a2cb-4f13-9b50-f3a5d346b6ea	3a2a39e9-ab08-407a-bc79-e344c159d00c	0	0	50	0	7.2	0.14	-33.6	0	27.48	43.49	0
03fd6714-3390-48e3-869b-9c8d2c794ecc	8c9021d0-756a-401a-842f-b4477a1dc090	0	0	250	180	7.8	2.08	-46.3	0	677	0	0
041755bd-715e-4a9e-b01d-8f6054410f08	1dde5be1-0ea6-4654-a546-c5c073eea08e	0	0	120	180	7.8	81.4	0.2	0	157.4	330.4	0
0518ff93-a773-4e3b-a6e5-1c675618b7e4	5c0a3166-adac-49dd-91ba-615ab6d09c6a	0	0	120	180	6.8	0.46	-44.9	0	205	499.7	0
06080557-07a6-4d3c-8e7a-3ec4b2a5f08d	5184defd-2c87-41e2-9c32-b0d5ca0ec530	0	0	250	120	6.8	3	28.6	0	240.2	17.6	0
0720c77c-5289-42b2-b3c8-dd70a011cdfd	eefdd9b7-a09b-4019-88f5-2a4b03e61cd4	0	0	250	180	6.8	2.31	13.7	0	232	486.5	0
07303cc7-9b7b-4430-b79a-877017092a62	ae6f1cfe-bb2a-47fc-8793-44fbe2758e82	0	0	250	180	7.2	0.37	-26.4	0	153.3	322.9	0
073c1d70-f8d3-42b9-976c-5581cd6229f9	8edab344-c9a2-4ccc-82bd-8b92ba640489	0	0	120	180	7.8	1.05	-2.9	0	252	400	0
07f4271d-b74b-4eea-b7e8-979d816709c3	4d3efd34-5106-4002-a132-f1850598b6c0	0	0	50	80	6.2	0.36	34	0	37.23	151.5	0
07fb3585-2bdb-4ec0-9789-dc17dcf87e80	4ff9a9c2-0abe-4514-ba07-cb4c9d4d6845	0	0	25	80	7.2	3.94	-31.4	0	21.28	86.27	0
09530001-1e12-465f-8526-dc9515503196	aeda1638-2847-4791-b23f-0a7213395c62	0	0	25	0	6.8	0.25	23.4	0	21.76	34.53	0
09df956d-1bea-497f-80e5-5a5ee0c036e6	7995fcb6-bfee-4534-843f-b099a4d79416	0	0	25	40	7.2	3.22	31.9	0	50.62	80.21	0
0b0d03a6-5a43-46a2-aff3-a4e3bae539d3	838d2d33-3397-4005-ae34-fe4f94e91247	0	0	25	0	6.8	0.27	25.2	0	16.69	26.28	0
0c3aa95a-eb36-4955-a742-017a35f91bdc	bcc0739e-0863-4e72-9d19-a8e667864c2c	0	0	25	80	8.4	1.51	-64.9	0	178.1	487.9	0
0c454c30-1f81-4dd5-ae30-0d054162ca05	eacfb052-53a3-4c26-b61a-90ef305f9712	0	0	25	40	6.8	0.2	-32.4	0	210.2	333.3	0
0c9f386d-aab0-4a02-9ff8-daefe0800270	ecb9634b-4e14-4ba4-a547-d6652c89d970	0	0	250	180	7.8	0.52	-40.4	0	245.5	377.5	0
0d6f12c2-922a-4c1f-8dc1-7655321f6df9	b8280427-8da2-4165-946e-6aaed11bd738	0	0	50	40	6.8	0.08	19.2	0	67.09	0	0
0d9e229b-62e3-41b8-8bb0-6996e7210aaa	5d42213b-59a6-45cf-8f4e-a78d85caa26e	0	0	25	80	6.8	3.98	-18.5	0	38.6	164.7	0
0dad8c70-a7c3-4458-98a8-a36b478884e5	c85f2277-c19c-445f-b365-9816346410e7	0	0	50	40	7.8	0.18	-34.7	0	211.3	385.5	0
0ddad02b-bc35-45f4-91f5-976667f1232f	3b390695-d2f7-4ffd-90e6-d0d8537e4efc	0	0	250	180	7.2	0.43	2.3	0	112.7	261.3	0
0ea0ecbc-f7a5-4c7b-a35b-9898e9674e12	211e52f9-5da4-4224-9dc1-54d267bf32bf	0	0	250	180	7.2	0.22	-11.3	0	175.4	368.4	0
0f072e88-8c4b-4155-b848-2d40abbe0614	66bdf37f-267e-47ba-b124-c2e3e2df44c5	0	0	250	180	7.8	0.17	-37	0	145.4	223.7	0
0f531700-cabd-4726-a22e-2ce930405340	c4756e6c-12c3-4939-aa97-308a36921afc	0	0	120	80	6.8	2.55	15.7	0	125.1	0	0
0ffaec34-69f8-46c1-b632-7747fe20f1d0	02fe34d2-300a-4489-b872-52cb13636755	0	0	425	240	8.4	0.24	-63	0	304.1	467.4	0
10e0bdfa-1635-44e9-ac9f-e78713ca789a	5a2ca0f3-0950-4573-aa19-270dc68f16f3	0	0	120	180	7.2	0.06	-4	0	122.4	188.1	0
10e8a00e-a121-4892-a4b9-0ddb99994eda	f63e5877-bb18-41cc-8a1c-cd9bb867484e	0	0	250	180	7.8	0.16	-10.5	0	185.9	388.6	0
10fd08a5-1aa4-4d08-8cd0-c64028ea304c	f42fd83d-ab28-4615-b84a-2a8a147a8ea4	0	0	25	40	6.8	2	28	0	220	0	0
114c89b9-643b-4365-b469-86f01b7f4b26	2936503a-5120-466c-a301-57d46dfc5515	0	0	120	180	7.8	0.85	-20.9	0	134.4	206.6	0
1170e91d-b1da-4818-85dd-2a45ea2f9862	c06f1110-bdcd-4ecd-af69-57e11a940b90	0	0	425	240	8.4	3.41	-46.1	0	520.6	819.7	0
11e992f0-3189-4f4a-8f46-cf509f7bf089	a65d47d9-0f98-43ea-813b-476bb33d3f8b	0	0	25	40	6.8	0.17	10.5	0	37.15	78.05	0
1205f818-3953-42ed-a98f-02265bcd8265	c5660e62-11be-478c-887b-5a7969f619e0	0	0	250	240	8.4	0.16	-58.8	0	224.5	471.4	0
12142479-3651-48a9-8846-8dc88e82438d	0bb65a43-8acc-48fe-8bd5-1ef84c2e8b9b	0	0	250	180	7.8	4.25	41.7	0	240	0	0
1230f032-69fd-4087-a43d-6d06682c9713	08ffb14c-b9e2-4d3a-8320-b0b7ba1758dc	0	0	25	0	6.8	0.32	-40	0	22.76	47.46	0
12f4cad6-7a61-4047-b809-b7b19a3f2c15	eb68a324-49b7-4955-9438-564878dc0243	0	0	120	180	7.8	0.86	-44.6	0	237.3	912.4	0
136bb1dd-e891-43d3-8621-2bb6860c8e48	319bfeac-d2fd-4852-9370-7b559a98416a	0	0	120	80	6.8	2.22	22.3	0	152.1	318.9	0
139e87d8-f2bd-4b41-b01f-a494c09b747a	33908a8c-a5ef-4e96-9125-d4a8f1546a3c	0	0	25	0	6.8	0.3	51.3	0	9.273	14.25	0
13d79ee4-cfdd-413e-aa06-472b7edb2221	aec1bc73-b07a-4c5c-9097-bf3ef81057a3	0	0	25	0	6.2	0.17	8.5	0	17.03	35.73	0
143cda0f-a556-4d28-8d33-36763eed14f3	80f9677b-fcc4-490a-b454-66a1a6f993bf	0	0	120	80	7.2	1.8399999	-11.1	0	114.3	240.3	0
