0218f15c-b26b-4c1e-904c-52c0800fcdde	c266cd3c-7b42-45e1-91ea-9decdf563a97	1	1
02ca7192-da91-4a22-96b9-e7be5443de38	87d9b9db-1853-4efa-b4da-45ed54c82b88	1	1
03a0cb2e-da69-496c-a42e-18c3e4ad394b	5a30885b-54ea-4589-8a8f-dd67a2c069b6	1	1
03cf2b1e-3cd4-4473-a105-5f226d2d005d	55f45675-0d2a-442b-a798-d22ec9121e94	0	1
03d419ea-0458-4c8e-a1b6-dd62a714c3ca	034bb668-a7d4-4549-a307-fc15a5109a7c	1	1
03e6010a-ec94-4e22-bde7-5f003fba9a35	b4403627-374b-4585-a5a1-f77545a3edc0	1	1
04071482-fc9f-44db-8124-44a7dc7b654d	5d55b642-b9ac-4544-b291-1936f3fb530a	0	1
041757ed-6be9-4736-b744-d4d6688c3f33	7102d2e8-b2c9-41f6-bed2-48dda9c0ef71	1	1
05d05517-10fb-4c95-a211-c31b0e08c589	620e1173-dd90-4d83-8ded-6510668d6908	1	1
05e0dffa-c03a-4ce3-90f9-132f1c3fef76	b4ca67e5-692e-45f8-9143-a1678f384187	0	1
06075dba-711a-4806-8d17-1e03fc25e97b	4600b350-d954-4c3e-b200-00ca9249ac32	1	1
062820bf-a77b-402e-9683-d91bb4785d39	2b413e66-2ce1-4f3b-a396-fc4714e3fd4d	0	1
062ab4a3-09a3-429b-b570-de2a5d979c3a	b0b52cef-b42f-4210-b81d-08fc69914651	0	1
06464687-faf4-4053-8670-fc2fd87b1188	7bb2ed23-8998-4daf-9308-8e298a77ba49	0	1
0684a1f0-b6e1-4daf-903c-96f74632700f	ce106e72-498e-44f2-b92c-7be08e9fc1e6	0	0
06e8e340-a2f1-49e4-a6e5-543f4d06d0e0	147ad03d-76a1-454b-9988-1f0a5d695dcf	0	0
078de6b1-56b8-4277-8a16-0a7eb2153aee	2e9eccf5-3827-406f-a054-8ec51d5a4c67	1	1
07ae6d83-bba4-4a86-891b-72a4cec5c83e	b0ef3923-cd7e-4a5e-9b28-38b0e794fac7	1	1
082fe8e0-ab6f-467f-ad50-9acf39a76c5a	145fb7f7-af1d-4773-8841-d2e29160b3fd	1	1
08b2aeaa-fb3e-4a85-94cb-7fcd7121ab10	d8b359dd-fe92-4775-811f-b6fd4eba9d58	0	1
09b59ce2-2d08-45b9-9cf7-2b4919a7487c	b795c635-e6bf-4755-bbf2-83b7ef639721	1	1
09b65900-8b25-4e5b-b1f0-7c95ac28a613	c39730f7-6b72-4182-9e25-73652c2ad5af	1	1
09d8ce2d-34d8-4943-88ed-d611e113d90e	5f3c4cc1-9c13-48a9-8eff-26a73c4872a6	0	1
